document,title,type,subtype,region,order,level,section,tokens,판정,token_deficit,권장_보강_토큰,paragraphs,문단_판정,측정_방식,chars,bytes
[청연] 해뢰선문.md,[청연] 해뢰선문(海雷禪門),단체,일반,청연,2,2,신앙적 기반,189,고신뢰 부족,111,131,2,통과,보정 추정,304,744
[청연] 해뢰선문.md,[청연] 해뢰선문(海雷禪門),단체,일반,청연,3,2,본거지와 활동권,218,고신뢰 부족,82,102,2,통과,보정 추정,325,781
[청연] 해뢰선문.md,[청연] 해뢰선문(海雷禪門),단체,일반,청연,4,2,조직 구조,193,고신뢰 부족,107,127,2,통과,보정 추정,297,722
[청연] 해뢰선문.md,[청연] 해뢰선문(海雷禪門),단체,일반,청연,5,2,수행 체계와 무공,204,고신뢰 부족,96,116,2,통과,보정 추정,314,760
[청연] 해뢰선문.md,[청연] 해뢰선문(海雷禪門),단체,일반,청연,6,2,교리와 금기,184,고신뢰 부족,116,136,2,통과,보정 추정,305,745
[청연] 해뢰선문.md,[청연] 해뢰선문(海雷禪門),단체,일반,청연,7,2,대외 관계,201,고신뢰 부족,99,119,2,통과,보정 추정,312,762
[청연] 해월 연방.md,[청연] 해월 연방,국가,연맹,청연,1,2,개요,287,추정 부족,13,33,2,통과,보정 추정,429,1042
[청연] 해월 연방.md,[청연] 해월 연방,국가,연맹,청연,4,2,통치 구조·법·행정,310,경계,0,10,2,통과,보정 추정,458,1117
[청연] 해월 연방.md,[청연] 해월 연방,국가,연맹,청연,9,2,사회·문화,288,추정 부족,12,32,2,통과,보정 추정,438,1078
[청연] 해월 연방.md,[청연] 해월 연방,국가,연맹,청연,10,2,종교·신앙·초상,279,추정 부족,21,41,2,통과,보정 추정,421,1027
[청연] 해월 연방.md,[청연] 해월 연방,국가,연맹,청연,11,2,주요 지역(수도/핵심 거점),250,고신뢰 부족,50,70,2,통과,보정 추정,380,936
[청연] 해월 연방.md,[청연] 해월 연방,국가,연맹,청연,12,2,핵심 세력,276,고신뢰 부족,24,44,2,통과,보정 추정,432,1060
[청연] 해월 연방.md,[청연] 해월 연방,국가,연맹,청연,13,2,관계,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
[청연] 해월 연방.md,[청연] 해월 연방,국가,연맹,청연,14,3,내부 권력 구도(세력 간 관계),271,고신뢰 부족,29,49,2,통과,보정 추정,402,984
[청연] 해월 연방.md,[청연] 해월 연방,국가,연맹,청연,15,3,외교 관계(주변 국가/연맹/교단),228,고신뢰 부족,72,92,2,통과,보정 추정,362,882
[청연] 해월 연방.md,[청연] 해월 연방,국가,연맹,청연,16,3,정치·생존 갈등 관계,262,고신뢰 부족,38,58,2,통과,보정 추정,399,947
[청연] 해월 연방.md,[청연] 해월 연방,국가,연맹,청연,17,3,관계 변동 조건,247,고신뢰 부족,53,73,2,통과,보정 추정,386,942
[청연] 해월 연방.md,[청연] 해월 연방,국가,연맹,청연,18,2,현재의 갈등,197,고신뢰 부족,103,123,1,부족,보정 추정,304,749
[청연] 해월진 항구.md,[청연] 해월진 항구,도시국가,항구,청연,1,2,개요,305,경계,0,15,2,통과,보정 추정,457,1081
[청연] 해월진 항구.md,[청연] 해월진 항구,도시국가,항구,청연,2,2,주권과 통치,265,고신뢰 부족,35,55,2,통과,보정 추정,402,986
[청연] 해월진 항구.md,[청연] 해월진 항구,도시국가,항구,청연,3,2,생존 기능과 정책,205,고신뢰 부족,95,115,2,통과,보정 추정,323,788
[청연] 해월진 항구.md,[청연] 해월진 항구,도시국가,항구,청연,4,2,갈등 관계,201,고신뢰 부족,99,119,2,통과,보정 추정,298,732
[청연] 화산파.md,[청연] 화산파,단체,일반,청연,1,2,개요,235,고신뢰 부족,65,85,3,통과,보정 추정,357,867
[청연] 화산파.md,[청연] 화산파,단체,일반,청연,3,2,기원과 전승,242,고신뢰 부족,58,78,3,통과,보정 추정,366,888
[청연] 화산파.md,[청연] 화산파,단체,일반,청연,4,2,무공과 수행 색채,253,고신뢰 부족,47,67,3,통과,보정 추정,395,959
[청연] 화산파.md,[청연] 화산파,단체,일반,청연,5,2,조직 구조,245,고신뢰 부족,55,75,3,통과,보정 추정,367,875
[청연] 화산파.md,[청연] 화산파,단체,일반,청연,6,2,대외 관계,220,고신뢰 부족,80,100,3,통과,보정 추정,353,857
[청연] 화산파.md,[청연] 화산파,단체,일반,청연,7,2,정합성 메모,153,고신뢰 부족,147,167,2,통과,보정 추정,249,611
[청연] 흑린망룡 설화.md,[청연] 흑린망룡 설화,설화,주요,청연,1,2,개요,299,추정 부족,1,21,2,통과,보정 추정,492,1208
[청연] 흑린망룡 설화.md,[청연] 흑린망룡 설화,설화,주요,청연,2,2,라크샤라의 패주자,308,경계,0,12,2,통과,보정 추정,501,1245
[청연] 흑린망룡 설화.md,[청연] 흑린망룡 설화,설화,주요,청연,5,2,본토로 돌아가려는 용,295,추정 부족,5,25,2,통과,보정 추정,470,1166
[청연] 흑린망룡 설화.md,[청연] 흑린망룡 설화,설화,주요,청연,6,2,전승 주체별 판본,295,추정 부족,5,25,2,통과,보정 추정,469,1161
[청연] 흑린망룡 설화.md,[청연] 흑린망룡 설화,설화,주요,청연,7,2,관측과 설화의 경계,276,고신뢰 부족,24,44,2,통과,보정 추정,458,1138
[청연] 흑야회.md,[청연] 흑야회(黑夜會),단체,일반,청연,1,2,개요,216,고신뢰 부족,84,104,2,통과,보정 추정,344,838
[청연] 흑야회.md,[청연] 흑야회(黑夜會),단체,일반,청연,2,2,신앙적 기반,203,고신뢰 부족,97,117,2,통과,보정 추정,325,797
[청연] 흑야회.md,[청연] 흑야회(黑夜會),단체,일반,청연,3,2,본거지와 활동권,228,고신뢰 부족,72,92,2,통과,보정 추정,355,857
[청연] 흑야회.md,[청연] 흑야회(黑夜會),단체,일반,청연,4,2,조직 구조,202,고신뢰 부족,98,118,2,통과,보정 추정,325,789
[청연] 흑야회.md,[청연] 흑야회(黑夜會),단체,일반,청연,5,2,수행 체계와 무공,202,고신뢰 부족,98,118,2,통과,보정 추정,308,740
[청연] 흑야회.md,[청연] 흑야회(黑夜會),단체,일반,청연,6,2,교리와 금기,199,고신뢰 부족,101,121,2,통과,보정 추정,318,770
[청연] 흑야회.md,[청연] 흑야회(黑夜會),단체,일반,청연,7,2,대외 관계,196,고신뢰 부족,104,124,2,통과,보정 추정,320,788
가호 사냥꾼.md,가호 사냥꾼,개념,일반,,2,2,기원,290,추정 부족,10,30,2,통과,보정 추정,452,1094
가호 사냥꾼.md,가호 사냥꾼,개념,일반,,3,2,조직화의 형태,298,추정 부족,2,22,2,통과,보정 추정,473,1155
갑각요새국 카르키논.md,갑각요새국 카르키논,국가,주요,심연의 의회,2,2,지리·환경,310,경계,0,10,3,통과,보정 추정,475,1149
갑각요새국 카르키논.md,갑각요새국 카르키논,국가,주요,심연의 의회,6,2,군사·치안·외교,295,추정 부족,5,25,4,통과,보정 추정,463,1133
갑각요새국 카르키논.md,갑각요새국 카르키논,국가,주요,심연의 의회,10,2,주요 지역(수도/핵심 거점),318,경계,0,2,4,통과,보정 추정,494,1198
갑각요새국 카르키논.md,갑각요새국 카르키논,국가,주요,심연의 의회,12,2,관계,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
갑각요새국 카르키논.md,갑각요새국 카르키논,국가,주요,심연의 의회,13,3,내부 권력 구도(세력 간 관계),100,고신뢰 부족,200,220,2,통과,보정 추정,151,367
갑각요새국 카르키논.md,갑각요새국 카르키논,국가,주요,심연의 의회,14,3,외교 관계(주변 국가/연맹/교단),81,고신뢰 부족,219,239,2,통과,보정 추정,131,327
갑각요새국 카르키논.md,갑각요새국 카르키논,국가,주요,심연의 의회,16,3,관계 변동 조건,83,고신뢰 부족,217,237,2,통과,보정 추정,130,312
강철 제국 데우스.md,강철 제국 데우스,국가,,칼디라,1,2,개요,316,경계,0,4,2,통과,보정 추정,471,1149
강철 제국 데우스.md,강철 제국 데우스,국가,,칼디라,10,2,종교·신앙·초상,270,고신뢰 부족,30,50,2,통과,보정 추정,432,1061
강철 제국 데우스.md,강철 제국 데우스,국가,,칼디라,11,2,주요 지역(수도/핵심 거점),109,고신뢰 부족,191,211,1,부족,보정 추정,172,428
강철 제국 데우스.md,강철 제국 데우스,국가,,칼디라,12,2,핵심 세력,281,추정 부족,19,39,2,통과,보정 추정,444,1087
강철 제국 데우스.md,강철 제국 데우스,국가,,칼디라,13,2,관계,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
강철 제국 데우스.md,강철 제국 데우스,국가,,칼디라,14,3,내부 권력 구도(세력 간 관계),223,고신뢰 부족,77,97,2,통과,보정 추정,360,880
강철 제국 데우스.md,강철 제국 데우스,국가,,칼디라,15,3,외교 관계(주변 국가/연맹/교단),139,고신뢰 부족,161,181,1,부족,보정 추정,216,536
강철 제국 데우스.md,강철 제국 데우스,국가,,칼디라,16,3,정치·생존 갈등 관계,306,경계,0,14,2,통과,보정 추정,463,1097
강철 제국 데우스.md,강철 제국 데우스,국가,,칼디라,17,3,관계 변동 조건,115,고신뢰 부족,185,205,1,부족,보정 추정,172,422
강철 제국 데우스.md,강철 제국 데우스,국가,,칼디라,18,2,현재의 갈등,227,고신뢰 부족,73,93,2,통과,보정 추정,361,883
검은 광기.md,검은 광기,개념,일반,,1,2,개요,293,정밀 부족,7,27,2,통과,정밀값,468,1115
검은 광기.md,검은 광기,개념,일반,,2,2,발생 조건,256,정밀 부족,44,64,2,통과,정밀값,413,992
검은 광기.md,검은 광기,개념,일반,,3,2,진행 양상,226,정밀 부족,74,94,2,통과,정밀값,376,924
검은 광기.md,검은 광기,개념,일반,,4,2,각성과 던전화,208,정밀 부족,92,112,2,통과,정밀값,349,839
검은 광기.md,검은 광기,개념,일반,,5,2,잔향과 ‘오해 가능한 예외’,230,정밀 부족,70,90,2,통과,정밀값,384,930
검은 광기.md,검은 광기,개념,일반,,6,2,사회적 파장,165,정밀 부족,135,155,1,부족,정밀값,271,657
공포의 의회.md,공포의 의회,단체,주요,범대륙,1,2,개요,259,정밀 부족,41,61,2,통과,정밀값,385,935
공포의 의회.md,공포의 의회,단체,주요,범대륙,2,2,기원과 설립,227,정밀 부족,73,93,2,통과,정밀값,354,874
공포의 의회.md,공포의 의회,단체,주요,범대륙,3,2,목적과 활동 방식,243,정밀 부족,57,77,2,통과,정밀값,394,968
공포의 의회.md,공포의 의회,단체,주요,범대륙,4,2,조직 구조,214,정밀 부족,86,106,2,통과,정밀값,362,888
공포의 의회.md,공포의 의회,단체,주요,범대륙,5,2,규모와 거점,202,정밀 부족,98,118,2,통과,정밀값,311,765
공포의 의회.md,공포의 의회,단체,주요,범대륙,6,2,자원과 상징,162,정밀 부족,138,158,2,통과,정밀값,256,626
공포의 의회.md,공포의 의회,단체,주요,범대륙,7,2,대외 관계,180,정밀 부족,120,140,2,통과,정밀값,278,670
공포의 의회.md,공포의 의회,단체,주요,범대륙,8,2,내부 갈등과 약점,174,정밀 부족,126,146,2,통과,정밀값,288,706
공포의 의회.md,공포의 의회,단체,주요,범대륙,9,2,현재 동향,158,정밀 부족,142,162,2,통과,정밀값,269,661
공포의 의회.md,공포의 의회,단체,주요,범대륙,10,2,부가 항목,101,정밀 부족,199,219,1,부족,정밀값,164,402
그라니타헤이븐 항구.md,그라니타헤이븐 항구,도시국가,항구,발가르,2,2,주권과 통치,280,정밀 부족,20,40,2,통과,정밀값,417,1032
그라니타헤이븐 항구.md,그라니타헤이븐 항구,도시국가,항구,발가르,3,2,생존 기능과 정책,209,정밀 부족,91,111,2,통과,정밀값,329,802
그라니타헤이븐 항구.md,그라니타헤이븐 항구,도시국가,항구,발가르,4,2,갈등 관계,195,정밀 부족,105,125,2,통과,정밀값,296,737
그림니르.md,그림니르,인물,주요,,1,2,개요,233,고신뢰 부족,67,87,1,부족,보정 추정,362,880
기년법 Ausvalen Cataclysm (BAC AAC).md,기년법: Ausvalen Cataclysm (BAC/AAC),개념,주요,범대륙,1,2,개요,275,고신뢰 부족,25,45,3,통과,보정 추정,473,927
기년법 Ausvalen Cataclysm (BAC AAC).md,기년법: Ausvalen Cataclysm (BAC/AAC),개념,주요,범대륙,2,2,표기 규칙,112,정밀 부족,188,208,2,통과,정밀값,178,398
기년법 Ausvalen Cataclysm (BAC AAC).md,기년법: Ausvalen Cataclysm (BAC/AAC),개념,주요,범대륙,3,2,예시,142,고신뢰 부족,158,178,0,부족,보정 추정,229,467
길드스톤 항구.md,길드스톤 항구,도시국가,항구,칼디라,1,2,개요,239,고신뢰 부족,61,81,2,통과,보정 추정,346,817
길드스톤 항구.md,길드스톤 항구,도시국가,항구,칼디라,2,2,주권과 통치,217,고신뢰 부족,83,103,2,통과,보정 추정,337,819
길드스톤 항구.md,길드스톤 항구,도시국가,항구,칼디라,3,2,생존 기능과 정책,183,고신뢰 부족,117,137,2,통과,보정 추정,281,696
길드스톤 항구.md,길드스톤 항구,도시국가,항구,칼디라,4,2,갈등 관계,245,고신뢰 부족,55,75,0,부족,보정 추정,373,864
넘어온 자들.md,넘어온 자들,개념,주요,,1,2,개요,121,정밀 부족,179,199,2,통과,정밀값,206,500
네베아 대륙.md,네베아 대륙,지형,대륙,,2,2,지형·기후 골격,193,정밀 부족,107,127,2,통과,정밀값,268,627
네베아 대륙.md,네베아 대륙,지형,대륙,,3,2,생활권 지도,268,고신뢰 부족,32,52,1,부족,보정 추정,388,887
네베아 대륙.md,네베아 대륙,지형,대륙,,4,2,핵심 지형 요소,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
네베아 대륙.md,네베아 대륙,지형,대륙,,5,3,산맥·봉우리,143,고신뢰 부족,157,177,0,부족,보정 추정,211,486
네베아 대륙.md,네베아 대륙,지형,대륙,,6,3,강·수계,132,고신뢰 부족,168,188,0,부족,보정 추정,198,458
네베아 대륙.md,네베아 대륙,지형,대륙,,7,3,호수·결빙 수역,46,고신뢰 부족,254,274,0,부족,보정 추정,68,160
네베아 대륙.md,네베아 대륙,지형,대륙,,8,3,설림(눈 덮인 숲)·완충지,185,고신뢰 부족,115,135,0,부족,보정 추정,260,596
네베아 대륙.md,네베아 대륙,지형,대륙,,9,2,수계·물길,133,정밀 부족,167,187,1,부족,정밀값,199,484
네베아 대륙.md,네베아 대륙,지형,대륙,,11,2,권위권·경계,129,정밀 부족,171,191,1,부족,정밀값,185,455
네베아 대륙.md,네베아 대륙,지형,대륙,,12,2,이동·관문·완충지,146,정밀 부족,154,174,1,부족,정밀값,213,531
네베아 대륙.md,네베아 대륙,지형,대륙,,13,2,대륙 규모의 위협·변수,161,고신뢰 부족,139,159,0,부족,보정 추정,244,548
녹턴 대륙.md,녹턴 대륙,지형,대륙,,2,2,지형·기후 골격,253,고신뢰 부족,47,67,2,통과,보정 추정,381,880
녹턴 대륙.md,녹턴 대륙,지형,대륙,,3,2,생활권 지도,200,고신뢰 부족,100,120,1,부족,보정 추정,300,671
녹턴 대륙.md,녹턴 대륙,지형,대륙,,4,2,핵심 지형 요소,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
녹턴 대륙.md,녹턴 대륙,지형,대륙,,5,3,군도·해역,88,고신뢰 부족,212,232,0,부족,보정 추정,135,287
녹턴 대륙.md,녹턴 대륙,지형,대륙,,6,3,산맥·언덕·숲(사체 골격 지형),91,고신뢰 부족,209,229,0,부족,보정 추정,123,259
녹턴 대륙.md,녹턴 대륙,지형,대륙,,7,2,수계·물길,107,정밀 부족,193,213,1,부족,정밀값,161,389
녹턴 대륙.md,녹턴 대륙,지형,대륙,,8,2,문명권 구조,204,고신뢰 부족,96,116,1,부족,보정 추정,291,657
녹턴 대륙.md,녹턴 대륙,지형,대륙,,9,2,권위권·경계,135,정밀 부족,165,185,1,부족,정밀값,218,534
녹턴 대륙.md,녹턴 대륙,지형,대륙,,10,2,이동·관문·완충지,225,고신뢰 부족,75,95,3,통과,보정 추정,328,730
녹턴 대륙.md,녹턴 대륙,지형,대륙,,11,2,대륙 규모의 위협·변수,127,고신뢰 부족,173,193,0,부족,보정 추정,195,445
대마경 아우스발렌 던전.md,대마경 아우스발렌 던전,사건,주요,에리디안,2,2,정체와 해석,223,고신뢰 부족,77,97,2,통과,보정 추정,364,892
대마경 아우스발렌 던전.md,대마경 아우스발렌 던전,사건,주요,에리디안,3,2,이후의 흐름,252,고신뢰 부족,48,68,2,통과,보정 추정,401,965
대지의 신성 왕국 르기안.md,대지의 신성 왕국 르기안,국가,,발가르,2,2,지리·환경,264,고신뢰 부족,36,56,2,통과,보정 추정,398,968
대지의 신성 왕국 르기안.md,대지의 신성 왕국 르기안,국가,,발가르,3,2,역사(현재를 만든 사건들),306,경계,0,14,2,통과,보정 추정,479,1179
대지의 신성 왕국 르기안.md,대지의 신성 왕국 르기안,국가,,발가르,4,2,통치 구조·법·행정,292,추정 부족,8,28,2,통과,보정 추정,450,1096
대지의 신성 왕국 르기안.md,대지의 신성 왕국 르기안,국가,,발가르,7,2,군사·치안·외교,237,고신뢰 부족,63,83,2,통과,보정 추정,373,919
대지의 신성 왕국 르기안.md,대지의 신성 왕국 르기안,국가,,발가르,8,2,경제·산업·물류,258,고신뢰 부족,42,62,2,통과,보정 추정,390,944
대지의 신성 왕국 르기안.md,대지의 신성 왕국 르기안,국가,,발가르,9,2,사회·문화,248,고신뢰 부족,52,72,2,통과,보정 추정,377,927
대지의 신성 왕국 르기안.md,대지의 신성 왕국 르기안,국가,,발가르,10,2,종교·신앙·초상,288,추정 부족,12,32,2,통과,보정 추정,445,1083
대지의 신성 왕국 르기안.md,대지의 신성 왕국 르기안,국가,,발가르,11,2,주요 지역(수도/핵심 거점),221,고신뢰 부족,79,99,2,통과,보정 추정,341,828
대지의 신성 왕국 르기안.md,대지의 신성 왕국 르기안,국가,,발가르,12,2,핵심 세력,256,고신뢰 부족,44,64,2,통과,보정 추정,396,966
대지의 신성 왕국 르기안.md,대지의 신성 왕국 르기안,국가,,발가르,13,2,관계,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
대지의 신성 왕국 르기안.md,대지의 신성 왕국 르기안,국가,,발가르,14,3,내부 권력 구도(세력 간 관계),131,고신뢰 부족,169,189,1,부족,보정 추정,200,492
대지의 신성 왕국 르기안.md,대지의 신성 왕국 르기안,국가,,발가르,15,3,외교 관계(주변 국가/연맹/교단),152,고신뢰 부족,148,168,1,부족,보정 추정,226,557
대지의 신성 왕국 르기안.md,대지의 신성 왕국 르기안,국가,,발가르,16,3,정치·생존 갈등 관계,288,추정 부족,12,32,2,통과,보정 추정,432,1033
대지의 신성 왕국 르기안.md,대지의 신성 왕국 르기안,국가,,발가르,17,3,관계 변동 조건,136,고신뢰 부족,164,184,1,부족,보정 추정,211,518
대지의 신성 왕국 르기안.md,대지의 신성 왕국 르기안,국가,,발가르,18,2,현재의 갈등,190,고신뢰 부족,110,130,1,부족,보정 추정,290,703
던전.md,던전,개념,주요,범대륙,3,2,앙그라와의 관계,259,정밀 부족,41,61,2,통과,정밀값,419,1019
듀란 애시모르.md,듀란 애시모르,인물,주요,,1,2,개요,143,고신뢰 부족,157,177,1,부족,보정 추정,231,563
드래곤.md,드래곤,종족,,,3,2,천룡의 신성과 성장,306,경계,0,14,3,통과,보정 추정,488,1184
드래곤.md,드래곤,종족,,,6,2,세계수와 관측,179,고신뢰 부족,121,141,2,통과,보정 추정,303,743
드래곤.md,드래곤,종족,,,7,2,기록된 일화: ‘안개의 날개’,227,고신뢰 부족,73,93,2,통과,보정 추정,336,812
드로이드.md,드로이드,종족,,,1,2,개요,287,추정 부족,13,33,2,통과,보정 추정,460,1146
드로이드.md,드로이드,종족,,,2,2,기원과 제작 철학,171,고신뢰 부족,129,149,1,부족,보정 추정,273,681
드로이드.md,드로이드,종족,,,3,2,통제 체계와 각인,161,고신뢰 부족,139,159,1,부족,보정 추정,268,673
드로이드.md,드로이드,종족,,,4,2,모듈 (기능 재구성 체계),247,고신뢰 부족,53,73,2,통과,보정 추정,393,968
드로이드.md,드로이드,종족,,,6,2,대외 관계와 현재의 긴장,260,고신뢰 부족,40,60,2,통과,보정 추정,425,1051
라크샤라 대륙.md,라크샤라 대륙,,,,2,2,지형·기후 골격,186,고신뢰 부족,114,134,2,통과,보정 추정,278,689
라크샤라 대륙.md,라크샤라 대륙,,,,3,3,용성과 대륙의 형성,181,정밀 부족,119,139,2,통과,정밀값,260,639
라크샤라 대륙.md,라크샤라 대륙,,,,4,3,표층·협곡·하층의 연결,182,정밀 부족,118,138,2,통과,정밀값,283,689
라크샤라 대륙.md,라크샤라 대륙,,,,5,2,핵심 지형 요소,157,고신뢰 부족,143,163,2,통과,보정 추정,248,610
라크샤라 대륙.md,라크샤라 대륙,,,,6,3,표층 생태권,178,고신뢰 부족,122,142,2,통과,보정 추정,270,662
라크샤라 대륙.md,라크샤라 대륙,,,,15,3,용맥의 심장,156,고신뢰 부족,144,164,2,통과,보정 추정,240,595
라크샤라 대륙.md,라크샤라 대륙,,,,16,4,구조와 생태 순환,132,정밀 부족,168,188,2,통과,정밀값,204,494
라크샤라 대륙.md,라크샤라 대륙,,,,17,4,토착 생물의 인식,132,정밀 부족,168,188,2,통과,정밀값,203,498
라크샤라 대륙.md,라크샤라 대륙,,,,18,2,생활권 지도,167,고신뢰 부족,133,153,2,통과,보정 추정,254,617
라크샤라 대륙.md,라크샤라 대륙,,,,19,3,수인종과 용종의 생활권,162,정밀 부족,138,158,2,통과,정밀값,256,629
라크샤라 대륙.md,라크샤라 대륙,,,,20,3,외부 정착권과 조사 거점,203,정밀 부족,97,117,2,통과,정밀값,303,733
라크샤라 대륙.md,라크샤라 대륙,,,,21,2,문명권 구조,159,고신뢰 부족,141,161,2,통과,보정 추정,225,548
라크샤라 대륙.md,라크샤라 대륙,,,,22,3,원소충과 용성 식생,161,정밀 부족,139,159,2,통과,정밀값,229,568
라크샤라 대륙.md,라크샤라 대륙,,,,23,3,사냥꾼·탐사 연맹·도감,253,정밀 부족,47,67,3,통과,정밀값,375,935
라크샤라 대륙.md,라크샤라 대륙,,,,24,3,소재 산업과 대장장이,150,정밀 부족,150,170,2,통과,정밀값,221,551
라크샤라 대륙.md,라크샤라 대륙,,,,25,2,권위권·경계,170,정밀 부족,130,150,2,통과,정밀값,253,616
라크샤라 대륙.md,라크샤라 대륙,,,,26,2,수계·물길,163,고신뢰 부족,137,157,2,통과,보정 추정,232,558
라크샤라 대륙.md,라크샤라 대륙,,,,27,3,물길과 계절 경로,163,정밀 부족,137,157,2,통과,정밀값,238,584
라크샤라 대륙.md,라크샤라 대륙,,,,28,2,이동·관문·완충지,164,정밀 부족,136,156,2,통과,정밀값,265,648
라크샤라 대륙.md,라크샤라 대륙,,,,29,2,대륙 규모의 위협·변수,145,고신뢰 부족,155,175,2,통과,보정 추정,220,533
라크샤라 대륙.md,라크샤라 대륙,,,,30,3,재해룡종과 부정한 핵,161,정밀 부족,139,159,2,통과,정밀값,241,588
라크샤라 대륙.md,라크샤라 대륙,,,,31,3,용성맥 변동과 생태 재편,124,정밀 부족,176,196,2,통과,정밀값,206,502
라크샤라 대륙.md,라크샤라 대륙,,,,32,3,외부 개입과 불법 반출,151,정밀 부족,149,169,2,통과,정밀값,230,572
라크샤라 대륙.md,라크샤라 대륙,,,,33,3,사냥권·소재·공방 갈등,145,정밀 부족,155,175,2,통과,정밀값,224,550
라크샤라 대륙.md,라크샤라 대륙,,,,34,3,룩스테라에서의 위상,184,정밀 부족,116,136,2,통과,정밀값,296,726
루미나리스 신성 왕국.md,루미나리스 신성 왕국,국가,,에리디안,1,2,개요,298,추정 부족,2,22,2,통과,보정 추정,455,1110
루미나리스 신성 왕국.md,루미나리스 신성 왕국,국가,,에리디안,2,2,지리·환경,302,경계,0,18,2,통과,보정 추정,454,1109
루미나리스 신성 왕국.md,루미나리스 신성 왕국,국가,,에리디안,4,2,통치 구조·법·행정,318,경계,0,2,2,통과,보정 추정,504,1243
루미나리스 신성 왕국.md,루미나리스 신성 왕국,국가,,에리디안,7,2,군사·치안·외교,295,추정 부족,5,25,2,통과,보정 추정,457,1117
루미나리스 신성 왕국.md,루미나리스 신성 왕국,국가,,에리디안,8,2,경제·산업·물류,262,고신뢰 부족,38,58,2,통과,보정 추정,412,1011
루미나리스 신성 왕국.md,루미나리스 신성 왕국,국가,,에리디안,9,2,사회·문화,257,고신뢰 부족,43,63,2,통과,보정 추정,402,986
루미나리스 신성 왕국.md,루미나리스 신성 왕국,국가,,에리디안,10,2,종교·신앙·초상,265,고신뢰 부족,35,55,2,통과,보정 추정,413,1011
루미나리스 신성 왕국.md,루미나리스 신성 왕국,국가,,에리디안,11,2,주요 지역(수도/핵심 거점),245,고신뢰 부족,55,75,2,통과,보정 추정,382,942
루미나리스 신성 왕국.md,루미나리스 신성 왕국,국가,,에리디안,12,2,핵심 세력,229,고신뢰 부족,71,91,2,통과,보정 추정,357,870
루미나리스 신성 왕국.md,루미나리스 신성 왕국,국가,,에리디안,13,2,관계,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
루미나리스 신성 왕국.md,루미나리스 신성 왕국,국가,,에리디안,14,3,내부 권력 구도(세력 간 관계),162,고신뢰 부족,138,158,1,부족,보정 추정,261,633
루미나리스 신성 왕국.md,루미나리스 신성 왕국,국가,,에리디안,15,3,외교 관계(주변 국가/연맹/교단),124,고신뢰 부족,176,196,1,부족,보정 추정,197,487
루미나리스 신성 왕국.md,루미나리스 신성 왕국,국가,,에리디안,17,3,관계 변동 조건,133,고신뢰 부족,167,187,1,부족,보정 추정,216,536
루미나리스 신성 왕국.md,루미나리스 신성 왕국,국가,,에리디안,18,2,현재의 갈등,206,고신뢰 부족,94,114,1,부족,보정 추정,329,817
룬다르 신성 제국.md,룬다르 신성 제국,국가,,에리디안,2,2,지리·환경,275,고신뢰 부족,25,45,2,통과,보정 추정,419,1027
룬다르 신성 제국.md,룬다르 신성 제국,국가,,에리디안,4,2,통치 구조·법·행정,267,고신뢰 부족,33,53,2,통과,보정 추정,413,1018
룬다르 신성 제국.md,룬다르 신성 제국,국가,,에리디안,7,2,군사·치안·외교,262,고신뢰 부족,38,58,2,통과,보정 추정,398,972
룬다르 신성 제국.md,룬다르 신성 제국,국가,,에리디안,8,2,경제·산업·물류,253,고신뢰 부족,47,67,2,통과,보정 추정,392,957
룬다르 신성 제국.md,룬다르 신성 제국,국가,,에리디안,9,2,사회·문화,242,고신뢰 부족,58,78,2,통과,보정 추정,382,934
룬다르 신성 제국.md,룬다르 신성 제국,국가,,에리디안,10,2,종교·신앙·초상,287,추정 부족,13,33,2,통과,보정 추정,440,1079
룬다르 신성 제국.md,룬다르 신성 제국,국가,,에리디안,11,2,주요 지역(수도/핵심 거점),234,고신뢰 부족,66,86,2,통과,보정 추정,365,897
룬다르 신성 제국.md,룬다르 신성 제국,국가,,에리디안,12,2,핵심 세력,247,고신뢰 부족,53,73,2,통과,보정 추정,387,944
룬다르 신성 제국.md,룬다르 신성 제국,국가,,에리디안,13,2,관계,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
룬다르 신성 제국.md,룬다르 신성 제국,국가,,에리디안,14,3,내부 권력 구도(세력 간 관계),153,고신뢰 부족,147,167,1,부족,보정 추정,245,614
룬다르 신성 제국.md,룬다르 신성 제국,국가,,에리디안,15,3,외교 관계(주변 국가/연맹/교단),149,고신뢰 부족,151,171,1,부족,보정 추정,216,520
룬다르 신성 제국.md,룬다르 신성 제국,국가,,에리디안,17,3,관계 변동 조건,147,고신뢰 부족,153,173,1,부족,보정 추정,233,582
룬다르 신성 제국.md,룬다르 신성 제국,국가,,에리디안,18,2,현재의 갈등,197,고신뢰 부족,103,123,1,부족,보정 추정,302,750
리프안코르 항구.md,리프안코르 항구,도시국가,항구,실란도르,2,2,주권과 통치,292,정밀 부족,8,28,2,통과,정밀값,437,1080
